date,hour,LA_Qin,LA_Level,LA_Inlet,LA_F_1500,LA_F_1200,LA_P_1500,LA_P_1200,TotalFlow
2026-05-20,19,14980.0,3.7,17.2,13323.0,5360.0,19.34,18.68,18684.0
2026-05-20,20,14932.0,3.42,17.09,13319.0,5272.0,19.3,18.61,18591.0
2026-05-20,21,15774.0,3.2,16.23,12230.0,4860.0,17.22,16.42,17089.0
2026-05-20,22,14540.0,3.22,17.43,10498.0,4221.0,13.33,12.42,14718.0
2026-05-20,23,10228.0,3.33,21.54,7296.0,3000.0,8.42,7.37,10296.0
2026-05-21,0,4247.0,3.61,19.33,5496.0,2039.0,5.6,4.36,7535.0
2026-05-21,1,4285.0,4.0,19.52,5602.0,2121.0,6.07,4.82,7722.0
2026-05-21,2,4376.0,4.4,20.22,5596.0,2149.0,6.43,5.17,7745.0
2026-05-21,3,4091.0,4.79,20.81,5422.0,2086.0,6.4,5.14,7508.0
2026-05-21,4,3105.0,5.14,19.73,7515.0,2814.0,9.21,7.96,10329.0
2026-05-21,5,12879.0,5.21,16.56,11041.0,4380.0,15.62,14.75,15422.0
2026-05-21,6,15811.0,5.01,16.52,13392.0,5249.0,19.49,18.78,18641.0
2026-05-21,7,15883.0,4.81,15.92,13393.0,5273.0,19.58,18.87,18666.0
2026-05-21,8,15816.0,4.61,15.81,13323.0,5280.0,19.62,18.91,18603.0
2026-05-21,9,15699.0,4.43,16.48,12897.0,5168.0,18.82,18.1,18065.0
2026-05-21,10,13779.0,4.33,17.36,11312.0,4545.0,15.06,14.22,15857.0
2026-05-21,11,7.0,4.41,19.13,9793.0,3651.0,11.77,10.6,13444.0
2026-05-21,12,7.0,4.42,19.0,10072.0,3730.0,11.76,10.6,13803.0
2026-05-21,13,8.0,4.43,19.24,10194.0,3798.0,11.83,10.68,13992.0
2026-05-21,14,4.0,4.45,19.22,10135.0,3797.0,11.85,10.7,13932.0
2026-05-21,15,6.0,4.46,19.27,10140.0,3789.0,11.89,10.75,13929.0
2026-05-21,16,42.0,4.47,18.75,10084.0,3745.0,12.08,10.94,13829.0
2026-05-21,17,14620.0,4.43,17.56,11680.0,4722.0,15.97,15.21,16402.0
2026-05-21,18,13898.0,4.14,18.13,13277.0,5332.0,19.25,18.59,18608.0
2026-05-21,19,14423.0,3.77,17.61,13382.0,5316.0,19.27,18.6,18698.0
2026-05-21,20,14908.0,3.45,17.14,13526.0,5387.0,19.28,18.63,18913.0
2026-05-21,21,15270.0,3.2,16.59,12517.0,4964.0,17.38,16.68,17482.0
2026-05-21,22,12814.0,3.18,17.78,10652.0,4204.0,13.44,12.52,14856.0
2026-05-21,23,226.0,3.25,22.63,7671.0,2856.0,8.71,7.51,10526.0
2026-05-22,0,3479.0,3.39,21.11,5599.0,2079.0,5.78,4.57,7678.0
2026-05-22,1,4588.0,3.8,20.79,5480.0,2053.0,5.96,4.73,7534.0
2026-05-22,2,4671.0,4.22,21.29,5469.0,2093.0,6.25,5.02,7563.0
2026-05-22,3,4717.0,4.65,21.75,5514.0,2107.0,6.52,5.31,7621.0
2026-05-22,4,4390.0,5.07,19.02,7397.0,2739.0,8.98,7.78,10136.0
2026-05-22,5,14261.0,5.26,17.09,11184.0,4432.0,15.74,14.88,15616.0
2026-05-22,6,15642.0,5.09,16.61,13480.0,5325.0,19.44,18.77,18805.0
2026-05-22,7,15392.0,4.84,16.11,13438.0,5376.0,19.59,18.92,18813.0
2026-05-22,8,15341.0,4.59,16.04,13216.0,5297.0,19.55,18.85,18513.0
2026-05-22,9,15382.0,4.37,16.06,12943.0,5198.0,18.95,18.22,18141.0
2026-05-22,10,13287.0,4.24,17.46,11271.0,4532.0,15.13,14.32,15803.0
2026-05-22,11,0.0,4.28,19.47,9552.0,3544.0,11.57,10.37,13095.0
2026-05-22,12,8.0,4.3,19.25,10032.0,3715.0,11.67,10.48,13747.0
2026-05-22,13,4.0,4.31,19.36,10078.0,3726.0,11.74,10.57,13805.0
2026-05-22,14,8.0,4.33,19.24,9991.0,3718.0,11.69,10.52,13709.0
2026-05-22,15,6.0,4.34,19.36,9998.0,3715.0,11.81,10.63,13713.0
2026-05-22,16,651.0,4.35,18.88,9966.0,3732.0,12.04,10.87,13698.0
2026-05-22,17,13972.0,4.26,17.9,11638.0,4715.0,16.08,15.27,16353.0
2026-05-22,18,14498.0,3.99,17.44,13284.0,5343.0,19.39,18.71,18627.0
2026-05-22,19,14269.0,3.66,17.68,13240.0,5284.0,19.35,18.67,18524.0
2026-05-22,20,14397.0,3.32,17.61,13318.0,5286.0,19.32,18.65,18605.0
2026-05-22,21,15264.0,3.07,16.79,12370.0,4900.0,17.4,16.66,17270.0
2026-05-22,22,9667.0,3.07,17.56,10748.0,4145.0,13.5,12.53,14893.0
2026-05-22,23,2118.0,3.19,21.78,7956.0,2940.0,8.94,7.74,10896.0
2026-05-23,0,4146.0,3.49,20.01,5999.0,2210.0,6.02,4.82,8209.0
2026-05-23,1,4133.0,3.86,19.95,5889.0,2226.0,6.23,5.01,8115.0
2026-05-23,2,4123.0,4.24,20.17,5865.0,2209.0,6.6,5.38,8074.0
2026-05-23,3,4230.0,4.62,20.76,5685.0,2161.0,6.65,5.41,7847.0
2026-05-23,4,4078.0,5.01,21.61,5819.0,2212.0,6.77,5.53,8030.0
2026-05-23,5,9733.0,5.22,22.08,6917.0,2926.0,9.44,8.38,9843.0
2026-05-23,6,15112.0,5.21,19.15,11321.0,4552.0,15.8,14.96,15873.0
2026-05-23,7,15297.0,5.04,17.66,13252.0,5242.0,19.19,18.51,18494.0
2026-05-23,8,15112.0,4.79,17.24,13391.0,5329.0,19.19,18.52,18720.0
2026-05-23,9,15031.0,4.5,17.05,13520.0,5457.0,19.24,18.57,18977.0
2026-05-23,10,15890.0,4.22,16.07,13386.0,5340.0,18.26,17.62,18727.0
2026-05-23,11,16083.0,4.1,16.36,12154.0,4833.0,15.69,14.97,16987.0
2026-05-23,12,13135.0,4.15,16.76,11185.0,4427.0,13.49,12.64,15612.0
2026-05-23,13,4.0,4.23,17.89,10906.0,3984.0,12.69,11.55,14889.0
2026-05-23,14,0.0,4.24,17.99,10869.0,3993.0,12.73,11.6,14861.0
2026-05-23,15,4.0,4.25,18.16,10794.0,3971.0,12.71,11.58,14765.0
2026-05-23,16,6.0,4.27,18.14,10516.0,3895.0,12.52,11.4,14411.0
2026-05-23,17,14802.0,4.2,16.9,11798.0,4743.0,15.84,15.13,16541.0
2026-05-23,18,14885.0,3.97,16.76,13377.0,5300.0,19.16,18.54,18677.0
2026-05-23,19,14797.0,3.68,16.61,13290.0,5248.0,19.16,18.52,18538.0
2026-05-23,20,14575.0,3.41,16.68,12957.0,5117.0,18.43,17.75,18075.0
2026-05-23,21,14328.0,3.18,16.89,12037.0,4825.0,16.66,15.89,16862.0
2026-05-23,22,14670.0,3.09,17.27,10850.0,4308.0,13.78,12.95,15158.0
2026-05-23,23,5044.0,3.19,18.36,9172.0,3483.0,10.43,9.32,12656.0
2026-05-24,0,3725.0,3.46,18.28,6706.0,2493.0,6.72,5.52,9200.0
2026-05-24,1,4352.0,3.85,18.95,6147.0,2335.0,6.38,5.17,8482.0
2026-05-24,2,4479.0,4.25,19.87,6250.0,2365.0,6.93,5.72,8615.0
2026-05-24,3,4524.0,4.67,20.1,6251.0,2359.0,7.15,5.95,8610.0
2026-05-24,4,3854.0,5.05,20.71,5842.0,2217.0,6.76,5.55,8059.0
2026-05-24,5,7797.0,5.35,20.28,6711.0,2792.0,9.2,8.13,9502.0
2026-05-24,6,13306.0,5.35,20.44,11044.0,4427.0,15.66,14.83,15470.0
2026-05-24,7,14582.0,5.11,18.39,12952.0,5125.0,19.22,18.5,18077.0
2026-05-24,8,15014.0,4.85,17.37,13252.0,5284.0,19.22,18.54,18536.0
2026-05-24,9,14944.0,4.57,17.16,13423.0,5351.0,19.26,18.6,18774.0
2026-05-24,10,14866.0,4.27,17.02,13258.0,5250.0,18.05,17.4,18509.0
2026-05-24,11,15006.0,4.06,17.24,12148.0,4827.0,15.51,14.79,16976.0
2026-05-24,12,13308.0,4.03,17.61,11105.0,4419.0,13.32,12.46,15524.0
2026-05-24,13,144.0,4.1,18.38,10830.0,4001.0,12.54,11.41,14830.0
2026-05-24,14,163.0,4.13,18.51,10863.0,3972.0,12.63,11.52,14835.0
2026-05-24,15,149.0,4.16,18.73,10894.0,3982.0,12.84,11.73,14876.0
2026-05-24,16,165.0,4.18,18.69,10788.0,3971.0,12.85,11.75,14759.0
2026-05-24,17,14252.0,4.13,17.12,11995.0,4769.0,15.99,15.28,16764.0
2026-05-24,18,14982.0,3.88,16.82,13433.0,5321.0,19.14,18.52,18755.0
2026-05-24,19,14952.0,3.6,16.78,13380.0,5307.0,19.13,18.5,18687.0
2026-05-24,20,14852.0,3.32,16.63,13106.0,5170.0,18.38,17.72,18276.0
2026-05-24,21,14757.0,3.13,16.53,12184.0,4828.0,16.63,15.91,17012.0
2026-05-24,22,8866.0,3.07,17.23,11099.0,4270.0,13.96,13.04,15370.0
2026-05-24,23,3631.0,3.3,18.46,9166.0,3340.0,10.45,9.28,12507.0
2026-05-25,0,4045.0,3.66,19.9,5885.0,2176.0,5.95,4.75,8062.0
2026-05-25,1,4082.0,4.03,20.36,5682.0,2144.0,6.05,4.83,7826.0
2026-05-25,2,4162.0,4.41,20.98,5719.0,2187.0,6.43,5.2,7906.0
2026-05-25,3,4300.0,4.79,21.99,5854.0,2225.0,6.77,5.55,8080.0
2026-05-25,4,6153.0,5.18,21.86,7813.0,2973.0,9.51,8.35,10786.0
2026-05-25,5,14137.0,5.26,18.55,11183.0,4432.0,15.9,15.08,15615.0
2026-05-25,6,15472.0,5.05,17.75,13545.0,5319.0,19.56,18.89,18864.0
2026-05-25,7,15501.0,4.8,16.67,13590.0,5387.0,19.64,18.98,18977.0
2026-05-25,8,15433.0,4.54,16.47,13481.0,5374.0,19.64,18.97,18855.0
2026-05-25,9,15370.0,4.3,16.37,13038.0,5212.0,18.83,18.13,18250.0
2026-05-25,10,14609.0,4.16,16.78,11582.0,4622.0,15.3,14.52,16204.0
2026-05-25,11,20.0,4.23,18.8,9753.0,3632.0,11.54,10.39,13385.0
2026-05-25,12,4.0,4.24,19.05,10226.0,3794.0,11.77,10.62,14020.0
2026-05-25,13,2.0,4.26,19.25,10269.0,3808.0,11.86,10.73,14076.0
2026-05-25,14,0.0,4.27,19.36,10238.0,3822.0,11.96,10.83,14061.0
2026-05-25,15,0.0,4.28,19.39,10268.0,3819.0,11.97,10.85,14086.0
2026-05-25,16,59.0,4.3,18.64,10463.0,3917.0,12.29,11.17,14380.0
2026-05-25,17,14502.0,4.23,17.38,12093.0,4887.0,15.86,15.15,16979.0
2026-05-25,18,15013.0,3.95,17.27,13754.0,5534.0,19.25,18.65,19288.0
2026-05-25,19,15017.0,3.63,17.28,13715.0,5470.0,19.32,18.7,19185.0
2026-05-25,20,15121.0,3.31,17.47,13718.0,5471.0,19.3,18.68,19189.0
2026-05-25,21,15327.0,3.06,17.12,12715.0,5023.0,17.38,16.68,17738.0
2026-05-25,22,14765.0,3.05,17.0,10716.0,4256.0,13.36,12.5,14971.0
2026-05-25,23,3051.0,3.27,20.35,7802.0,2909.0,8.64,7.45,10711.0
2026-05-26,0,4153.0,3.6,21.01,5826.0,2166.0,5.78,4.58,7992.0
2026-05-26,1,4247.0,3.99,21.12,5782.0,2176.0,5.98,4.78,7958.0
2026-05-26,2,4305.0,4.38,21.4,5745.0,2185.0,6.31,5.1,7930.0
2026-05-26,3,4312.0,4.78,21.45,5730.0,2174.0,6.54,5.34,7904.0
2026-05-26,4,4113.0,5.16,18.78,7605.0,2831.0,9.13,7.93,10437.0
2026-05-26,5,14599.0,5.29,16.78,11154.0,4442.0,15.75,14.93,15595.0
2026-05-26,6,14936.0,5.07,17.27,13565.0,5404.0,19.53,18.88,18968.0
2026-05-26,7,14738.0,4.75,16.77,13641.0,5438.0,19.66,19.0,19078.0
2026-05-26,8,14656.0,4.41,16.74,13586.0,5467.0,19.69,19.02,19054.0
2026-05-26,9,15583.0,4.11,15.84,13125.0,5275.0,19.0,18.31,18401.0
2026-05-26,10,15116.0,4.01,16.35,11484.0,4596.0,15.2,14.42,16081.0
2026-05-26,11,200.0,4.1,18.75,9710.0,3615.0,11.58,10.43,13325.0
2026-05-26,12,192.0,4.12,18.81,10019.0,3725.0,11.51,10.37,13744.0
2026-05-26,13,194.0,4.15,18.97,10107.0,3765.0,11.57,10.44,13872.0
2026-05-26,14,192.0,4.18,19.14,10097.0,3771.0,11.72,10.59,13869.0
2026-05-26,15,193.0,4.21,19.3,10110.0,3745.0,11.91,10.79,13855.0
2026-05-26,16,496.0,4.24,18.63,10091.0,3800.0,12.05,10.92,13891.0
2026-05-26,17,13998.0,4.14,17.84,11834.0,4834.0,16.01,15.24,16668.0
2026-05-26,18,14404.0,3.87,17.66,13307.0,5347.0,19.27,18.62,18654.0
2026-05-26,19,14266.0,3.53,17.67,13338.0,5306.0,19.33,18.68,18645.0
2026-05-26,20,15313.0,3.22,16.52,13382.0,5307.0,19.32,18.66,18689.0
2026-05-26,21,15524.0,3.03,16.23,12294.0,4921.0,17.34,16.62,17214.0
2026-05-26,22,9877.0,3.0,16.74,10633.0,4167.0,13.43,12.5,14800.0
2026-05-26,23,7600.0,2.9,11.73,7226.0,2972.0,8.26,7.23,10198.0
2026-05-27,0,5959.0,3.28,16.91,5824.0,2185.0,6.01,4.81,8010.0
2026-05-27,1,5949.0,3.86,17.04,5790.0,2223.0,6.34,5.13,8013.0
2026-05-27,2,4317.0,4.31,19.24,5534.0,2126.0,6.42,5.21,7659.0
2026-05-27,3,4302.0,4.71,19.59,5415.0,2078.0,6.42,5.21,7493.0
2026-05-27,4,7966.0,5.05,18.31,7407.0,3019.0,9.17,8.1,10426.0
2026-05-27,5,15226.0,5.14,16.89,11144.0,4503.0,15.99,15.19,15647.0
2026-05-27,6,15256.0,4.98,16.77,13553.0,5414.0,19.58,18.91,18967.0
2026-05-27,7,15305.0,4.7,16.01,13557.0,5417.0,19.67,19.0,18975.0
2026-05-27,8,15182.0,4.42,15.77,13481.0,5447.0,19.68,19.0,18928.0
2026-05-27,9,15126.0,4.16,15.69,13000.0,5246.0,18.94,18.24,18246.0
2026-05-27,10,13349.0,4.01,16.24,11483.0,4611.0,15.26,14.43,16094.0
2026-05-27,11,166.0,4.08,18.64,9817.0,3688.0,11.76,10.6,13504.0
2026-05-27,12,187.0,4.11,18.59,10053.0,3738.0,11.83,10.68,13790.0
2026-05-27,13,158.0,4.14,18.75,10105.0,3773.0,11.85,10.71,13877.0
2026-05-27,14,151.0,4.17,19.25,9998.0,3748.0,11.81,10.68,13746.0
2026-05-27,15,193.0,4.2,19.32,9999.0,3744.0,11.88,10.76,13743.0
2026-05-27,16,608.0,4.22,19.13,10005.0,3772.0,12.13,11.01,13777.0
2026-05-27,17,13831.0,4.12,17.41,11725.0,4782.0,15.96,15.21,16507.0
2026-05-27,18,15043.0,3.83,16.09,13404.0,5422.0,19.41,18.77,18826.0
2026-05-27,19,15339.0,3.57,15.44,13348.0,5362.0,19.36,18.71,18710.0
2026-05-27,20,14836.0,3.29,15.84,13362.0,5353.0,19.42,18.76,18715.0
2026-05-27,21,16408.0,3.09,14.53,12345.0,4929.0,17.34,16.6,17274.0
2026-05-27,22,14025.0,3.13,17.59,10409.0,4187.0,13.01,12.15,14596.0
2026-05-27,23,10967.0,3.23,20.75,7369.0,3030.0,8.33,7.33,10399.0
2026-05-28,0,4668.0,3.65,20.5,5772.0,2164.0,5.88,4.68,7936.0
2026-05-28,1,3852.0,4.01,21.39,5826.0,2215.0,6.38,5.17,8041.0
2026-05-28,2,3877.0,4.36,21.92,5809.0,2243.0,6.8,5.58,8051.0
2026-05-28,3,3946.0,4.72,22.3,5860.0,2253.0,7.04,5.82,8112.0
2026-05-28,4,6649.0,5.06,20.79,7725.0,3010.0,9.76,8.62,10735.0
2026-05-28,5,14335.0,5.14,17.02,10979.0,4440.0,16.09,15.23,15420.0
2026-05-28,6,15503.0,4.97,17.0,13260.0,5242.0,19.49,18.79,18502.0
2026-05-28,7,15341.0,4.73,16.6,13321.0,5320.0,19.66,18.97,18641.0
2026-05-28,8,15279.0,4.49,16.55,13187.0,5255.0,19.59,18.9,18442.0
2026-05-28,9,15285.0,4.28,16.53,12725.0,5130.0,18.84,18.11,17855.0
2026-05-28,10,14700.0,4.18,16.97,11081.0,4481.0,15.02,14.19,15562.0
2026-05-28,11,14.0,4.29,20.27,9374.0,3499.0,11.47,10.31,12873.0
2026-05-28,12,3.0,4.31,19.85,9853.0,3672.0,11.76,10.61,13525.0
2026-05-28,13,4.0,4.32,20.13,9788.0,3630.0,11.68,10.53,13418.0
2026-05-28,14,5.0,4.33,20.07,9699.0,3674.0,11.65,10.49,13373.0
2026-05-28,15,14.0,4.35,20.08,9643.0,3630.0,11.59,10.45,13273.0
2026-05-28,16,4.0,4.36,19.32,10003.0,3747.0,12.33,11.19,13750.0
2026-05-28,17,14307.0,4.31,17.4,11653.0,4718.0,16.01,15.27,16371.0
2026-05-28,18,14899.0,4.08,17.15,13283.0,5325.0,19.46,18.82,18608.0
2026-05-28,19,14916.0,3.8,17.13,13250.0,5294.0,19.37,18.7,18543.0
2026-05-28,20,14814.0,3.51,17.01,13288.0,5347.0,19.35,18.68,18635.0
2026-05-28,21,14582.0,3.26,16.63,12355.0,4914.0,17.45,16.75,17269.0
2026-05-28,22,8671.0,3.19,16.54,10565.0,4112.0,13.33,12.39,14677.0
2026-05-28,23,2916.0,3.38,15.79,7704.0,2855.0,8.43,7.24,10558.0
2026-05-29,0,3639.0,3.68,19.95,5824.0,2187.0,5.94,4.75,8011.0
2026-05-29,1,3730.0,4.02,20.18,5644.0,2158.0,6.13,4.92,7802.0
2026-05-29,2,3775.0,4.36,20.75,5663.0,2194.0,6.53,5.32,7857.0
2026-05-29,3,3865.0,4.71,21.4,5724.0,2207.0,6.84,5.63,7932.0
2026-05-29,4,3696.0,5.06,20.46,7700.0,2870.0,9.46,8.25,10570.0
2026-05-29,5,13491.0,5.19,17.06,10973.0,4375.0,15.88,15.02,15348.0
2026-05-29,6,15622.0,4.98,16.6,13413.0,5319.0,19.5,18.83,18732.0
2026-05-29,7,15618.0,4.75,16.49,13406.0,5307.0,19.65,18.98,18714.0
2026-05-29,8,15525.0,4.52,16.39,13431.0,5353.0,19.69,19.01,18784.0
2026-05-29,9,15363.0,4.3,16.08,12903.0,5223.0,18.8,18.08,18126.0
2026-05-29,10,14548.0,4.16,16.29,11254.0,4550.0,15.01,14.16,15804.0
2026-05-29,11,205.0,4.24,18.17,9657.0,3602.0,11.59,10.4,13259.0
2026-05-29,12,187.0,4.27,18.41,10054.0,3751.0,11.71,10.55,13805.0
2026-05-29,13,177.0,4.29,18.82,10071.0,3765.0,11.76,10.61,13836.0
2026-05-29,14,170.0,4.32,18.84,9932.0,3713.0,11.76,10.61,13645.0
2026-05-29,15,174.0,4.35,19.4,10018.0,3754.0,11.98,10.84,13772.0
2026-05-29,16,188.0,4.37,18.85,10112.0,3771.0,12.32,11.18,13883.0
2026-05-29,17,13335.0,4.34,17.4,11586.0,4693.0,15.88,15.1,16280.0
2026-05-29,18,14985.0,4.11,17.01,13277.0,5352.0,19.42,18.77,18628.0
2026-05-29,19,15052.0,3.85,17.02,13104.0,5267.0,19.37,18.69,18372.0
2026-05-29,20,14981.0,3.6,17.0,13079.0,5208.0,19.34,18.66,18288.0
2026-05-29,21,14734.0,3.4,17.16,12133.0,4858.0,17.39,16.64,16990.0
2026-05-29,22,11540.0,3.26,18.83,10604.0,4213.0,13.71,12.82,14818.0
2026-05-29,23,3109.0,3.41,20.46,7750.0,2882.0,8.77,7.57,10632.0
2026-05-30,0,3111.0,3.69,21.02,5609.0,2069.0,5.66,4.46,7679.0
2026-05-30,1,3123.0,3.97,21.09,5528.0,2086.0,5.95,4.73,7614.0
2026-05-30,2,3217.0,4.26,22.09,5621.0,2154.0,6.38,5.16,7775.0
2026-05-30,3,3152.0,4.55,21.37,5458.0,2092.0,6.47,5.25,7549.0
2026-05-30,4,3137.0,4.83,21.26,5456.0,2067.0,6.48,5.26,7523.0
2026-05-30,5,2896.0,5.1,18.72,6780.0,2581.0,9.06,7.83,9361.0
2026-05-30,6,14410.0,5.2,17.12,11180.0,4500.0,15.67,14.83,15680.0
2026-05-30,7,14961.0,5.02,16.92,13114.0,5196.0,19.21,18.5,18310.0
2026-05-30,8,15288.0,4.76,16.08,13312.0,5364.0,19.22,18.52,18677.0
2026-05-30,9,15214.0,4.49,15.92,13430.0,5468.0,19.23,18.55,18898.0
2026-05-30,10,15155.0,4.21,15.8,13252.0,5340.0,18.29,17.61,18593.0
2026-05-30,11,15340.0,4.04,16.15,11903.0,4785.0,15.54,14.8,16688.0
2026-05-30,12,11063.0,4.03,18.06,10780.0,4274.0,13.35,12.43,15053.0
2026-05-30,13,4.0,4.06,18.71,10546.0,3908.0,12.63,11.46,14455.0
2026-05-30,14,7.0,4.07,19.06,10396.0,3845.0,12.49,11.32,14241.0
2026-05-30,15,17.0,4.09,19.14,10403.0,3869.0,12.52,11.36,14272.0
2026-05-30,16,406.0,4.1,18.82,10242.0,3817.0,12.48,11.34,14059.0
2026-05-30,17,13684.0,3.99,18.56,11547.0,4674.0,15.97,15.21,16221.0
2026-05-30,18,14949.0,3.75,17.58,12979.0,5200.0,19.21,18.52,18179.0
2026-05-30,19,14980.0,3.52,17.63,12902.0,5151.0,19.19,18.5,18053.0
2026-05-30,20,15310.0,3.32,17.03,12526.0,5030.0,18.46,17.73,17556.0
2026-05-30,21,15073.0,3.23,17.07,11543.0,4644.0,16.63,15.83,16187.0
2026-05-30,22,9704.0,3.27,18.62,10678.0,4144.0,14.0,13.01,14822.0
2026-05-30,23,1998.0,3.45,21.57,8683.0,3259.0,10.3,9.11,11941.0
2026-05-31,0,3473.0,3.7,21.82,6116.0,2305.0,6.37,5.16,8421.0
2026-05-31,1,3474.0,4.01,21.79,5899.0,2259.0,6.49,5.28,8158.0
2026-05-31,2,3482.0,4.33,22.22,5637.0,2162.0,6.56,5.35,7800.0
2026-05-31,3,3530.0,4.65,22.55,5663.0,2167.0,6.75,5.53,7830.0
2026-05-31,4,3502.0,4.97,22.19,5611.0,2139.0,6.72,5.49,7750.0
2026-05-31,5,9086.0,5.21,22.34,6723.0,2881.0,9.42,8.38,9604.0
2026-05-31,6,14409.0,5.18,19.5,11065.0,4423.0,15.81,14.97,15488.0
2026-05-31,7,15230.0,5.01,18.07,12795.0,5098.0,19.15,18.43,17892.0
2026-05-31,8,15262.0,4.82,17.48,12953.0,5146.0,19.17,18.46,18099.0
2026-05-31,9,15058.0,4.58,17.37,13162.0,5266.0,19.19,18.5,18427.0
2026-05-31,10,14963.0,4.31,17.17,13111.0,5234.0,18.22,17.56,18345.0
2026-05-31,11,15122.0,4.15,17.52,11763.0,4708.0,15.51,14.74,16472.0
2026-05-31,12,12840.0,4.16,18.55,10820.0,4327.0,13.45,12.57,15147.0
2026-05-31,13,146.0,4.23,19.56,10443.0,3847.0,12.57,11.42,14290.0
2026-05-31,14,180.0,4.25,20.34,10278.0,3767.0,12.62,11.43,14045.0
2026-05-31,15,12348.0,4.19,18.23,9929.0,4011.0,12.12,11.26,13940.0
2026-05-31,16,13775.0,4.23,19.76,9737.0,3963.0,12.51,11.63,13700.0
2026-05-31,17,14413.0,4.26,18.98,11044.0,4427.0,15.63,14.79,15471.0
2026-05-31,18,14382.0,4.08,18.69,12686.0,5048.0,18.88,18.14,17734.0
2026-05-31,19,14480.0,3.83,19.05,12608.0,5009.0,18.91,18.16,17617.0
2026-05-31,20,13935.0,3.59,20.2,12437.0,4926.0,18.39,17.63,17363.0
2026-05-31,21,13498.0,3.38,20.55,11489.0,4575.0,16.7,15.85,16064.0
2026-05-31,22,13111.0,3.27,20.72,10774.0,4292.0,14.68,13.76,15066.0
2026-05-31,23,3052.0,3.41,21.72,8544.0,3142.0,10.23,9.01,11686.0
2025-03-01,0,1994.0,0.03,19.94,8362.0,3652.0,7.99,6.98,12014.0
2025-03-01,1,1949.0,0.03,20.49,8074.0,3573.0,8.02,7.09,11648.0
2025-03-01,2,1167.0,0.03,21.75,8259.0,3680.0,8.73,7.75,11939.0
2025-03-01,3,1160.0,0.03,22.04,8281.0,3697.0,9.02,8.04,11978.0
2025-03-01,4,1171.0,0.04,22.19,8315.0,3704.0,9.02,8.05,12019.0
2025-03-01,5,974.0,0.04,20.92,8858.0,3960.0,10.52,9.55,12818.0
2025-03-01,6,1179.0,0.04,19.34,11796.0,4604.0,14.43,13.06,16400.0
2025-03-01,7,2271.0,0.03,18.18,11975.0,4864.0,14.28,13.1,16839.0
2025-03-01,8,2214.0,0.02,17.41,11764.0,4835.0,13.54,12.47,16598.0
2025-03-01,9,2894.0,0.0,16.53,11375.0,4783.0,12.79,11.82,16158.0
2025-03-01,10,3358.0,0.0,16.22,11388.0,4519.0,12.4,11.2,15907.0
2025-03-01,11,3314.0,0.0,16.02,11536.0,4076.0,12.1,10.54,15612.0
2025-03-01,12,1945.0,0.0,15.08,10087.0,4333.0,10.6,9.66,14420.0
2025-03-01,13,1926.0,0.0,15.23,10067.0,4340.0,10.74,9.81,14406.0
2025-03-01,14,1933.0,0.0,15.33,10059.0,4341.0,10.85,9.91,14400.0
2025-03-01,15,1954.0,0.0,15.45,10036.0,4354.0,10.96,10.03,14390.0
2025-03-01,16,1996.0,0.0,15.5,10090.0,4362.0,10.96,10.06,14452.0
2025-03-01,17,2336.0,0.0,16.91,11376.0,4838.0,12.94,12.09,16214.0
2025-03-01,18,2441.0,0.0,17.43,11621.0,4847.0,13.51,12.55,16468.0
2025-03-01,19,2481.0,0.02,17.94,11713.0,4766.0,13.98,12.88,16479.0
2025-03-01,20,2541.0,0.02,18.63,12108.0,4680.0,14.5,13.19,16788.0
2025-03-01,21,2557.0,0.03,19.13,12381.0,4634.0,14.68,13.22,17014.0
2025-03-01,22,2308.0,0.03,19.1,11301.0,4861.0,12.77,11.77,16161.0
2025-03-01,23,2488.0,0.03,18.82,10022.0,4370.0,10.69,9.67,14392.0
2025-03-02,0,1615.0,0.04,19.92,7889.0,3483.0,7.62,6.6,11372.0
2025-03-02,1,0.0,0.04,21.22,7753.0,3459.0,7.77,6.8,11212.0
2025-03-02,2,0.0,0.04,22.07,7844.0,3519.0,8.29,7.32,11363.0
2025-03-02,3,0.0,0.04,22.21,7836.0,3513.0,8.47,7.49,11349.0
2025-03-02,4,0.0,0.04,22.12,7822.0,3502.0,8.39,7.41,11325.0
2025-03-02,5,931.0,0.04,20.9,8061.0,3643.0,9.56,8.62,11704.0
2025-03-02,6,2548.0,0.04,18.57,10805.0,4450.0,13.58,12.36,15255.0
2025-03-02,7,2577.0,0.04,18.58,12019.0,4792.0,14.65,13.38,16811.0
2025-03-02,8,2490.0,0.02,17.69,11845.0,4846.0,13.8,12.7,16691.0
2025-03-02,9,2520.0,0.0,18.0,12210.0,4818.0,14.0,12.75,17028.0
2025-03-02,10,2516.0,0.0,17.8,12268.0,4802.0,13.78,12.48,17070.0
2025-03-02,11,2493.0,0.0,17.52,12586.0,4005.0,13.3,11.39,16591.0
2025-03-02,12,2292.0,0.0,16.12,10687.0,4582.0,11.44,10.52,15269.0
2025-03-02,13,2375.0,0.0,16.33,10654.0,4598.0,11.67,10.73,15252.0
2025-03-02,14,2366.0,0.0,16.6,10731.0,4612.0,11.9,10.96,15343.0
2025-03-02,15,2329.0,0.0,16.84,10762.0,4659.0,12.08,11.15,15421.0
2025-03-02,16,1594.0,0.0,17.08,10899.0,4728.0,12.29,11.37,15627.0
2025-03-02,17,1597.0,0.0,18.42,12671.0,4463.0,14.12,12.65,17134.0
